"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Georgia","GEO","Wage and salaried workers, total (% of total employment) (modeled ILO estimate)","SL.EMP.WORK.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.3343540805322","50.4497465373006","49.6764964617886","48.349214930858","47.9275814597061","44.8042135163925","44.2458517689618","44.0768702455534","43.2038511344018","38.1487214652416","35.7027674735809","35.6201259894294","34.1109513435319","33.7394691776505","34.5079253985647","34.5975625835861","36.6975891538756","38.9556916323343","39.5274939636905","41.1494966550013","41.7982660626852","43.3577140691959","42.4524990865209","44.0494918777697","46.2423067339884","46.8420357580574","48.8846365566594","50.7950074997329","50.2822182940924","50.2289873921954","50.5532497269099","51.0841641373368","",
"Georgia","GEO","Vulnerable employment, male (% of male employment) (modeled ILO estimate)","SL.EMP.VULN.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.5787343594246","45.6798417238617","46.7614873661452","48.3985979232583","49.1069133143009","52.2862936961187","52.9990086699059","53.2948808501417","54.0914224426091","58.6364803777956","61.4827275371347","62.2780804116968","64.4393632229938","65.377821414911","63.9549066633755","63.9529393605092","60.9858268376221","58.8499237340885","58.3056158901873","57.4302492367849","56.0128899118252","53.5797476815106","55.6852399363202","54.1446819479211","52.3144600725903","53.3089381295477","50.7192583568982","48.298652068851","50.058444277753","49.5613620813185","49.3487386964628","49.0426741364963","",
"Georgia","GEO","Employment to population ratio, 15+, male (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.228","72.493","72.973","71.049","71.37","67.478","66.839","64.173","63.817","66.598","67.064","65.166","67.46","64.275","62.779","61.324","63.064","61.048","59.518","59.663","61.281","63.114","62.078","63.911","65.219","64.608","65.761","63.427","63.42","63.636","63.91","63.271","62.979",
"Georgia","GEO","Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.987","29.767","33.525","31.007","32.751","33.755","38.785","44.175","31.992","35.683","36.652","33.763","","","",
"Georgia","GEO","Employers, total (% of total employment) (modeled ILO estimate)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.37128065401454","1.39593063992323","1.4270929054765","1.44902887561888","1.49244397485931","1.45688247129838","1.48086807342429","1.53176420817327","1.16088333374451","1.51260027749815","1.54084923578977","1.54207495284451","1.1747080199222","1.08928434382732","1.0692260473975","0.761986946448417","1.13834451886076","1.1484601177161","1.45663177358712","1.38303302787417","1.44174281441598","1.57163104680279","1.3712403123137","1.13353044870669","1.38448716810484","1.32916920553353","1.63132279570456","1.99320398258797","1.99941939543799","2.15831265627775","2.15566640237635","2.14391978393604","",
"Georgia","GEO","Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.4","23.1","21.465","23.054","23.966","25.761","24.029","25.618","26.75","25.513","31.601","28.35","26.52","26.706","","","",
"Georgia","GEO","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.425","15.642","16.274","17.598","16.413","18.86","18.792","18.38","25.651","20.976","19.69","19.783","","","",
"Georgia","GEO","Child employment in agriculture (% of economically active children ages 7-14)","SL.AGR.0714.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Georgia","GEO","Survey mean consumption or income per capita, total population (2017 PPP $ per day)","SI.SPR.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.89","","","","","7.55","","",
"Georgia","GEO","Average transaction cost of sending remittances to a specific country (%)","SI.RMT.COST.IB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.20962","1.56293","1.19919","1","0.7475","0.8475","","",
"Georgia","GEO","Poverty headcount ratio at national poverty lines (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.3","35.4","36.9","38.8","34.9","34.9","37.3","34.1","30","26.2","23.5","21.6","22","21.9","20.1","19.5","21.3","17.5","15.6","",
"Georgia","GEO","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.9","40.7","39.4","47.1","49.6","52.4","35.5","35.9","32.7","35.2","35.6","37.8","34.1","34.3","35.7","33.3","29.6","25.3","22","20","20.1","20.1","19.6","18.5","21.4","19.1","","",
"Georgia","GEO","Income share held by lowest 20%","SI.DST.FRST.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.1","5.1","5.2","5.4","5.4","5.8","6.3","6.3","6.2","6.2","6.3","6.2","6.1","6.1","5.7","5.6","5.9","6.1","6.4","6.7","6.7","6.3","6.5","6.8","7","7","","",
"Georgia","GEO","Income share held by highest 20%","SI.DST.05TH.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.6","46.1","46.6","45.9","46.2","45.8","43.9","43.2","42.6","43.8","43.5","44.6","45","44.7","45.5","45.7","45.3","44.9","44.3","43.4","43.7","44.5","43.2","42.9","41.5","41.5","","",
"Georgia","GEO","Domestic private health expenditure per capita, PPP (current international $)","SH.XPD.PVTD.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","179","186","223","270","300","342","358","405","441","497","508","521","598","603","630","549","621","573","615","602","679","650","840","",
"Georgia","GEO","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43","44","52","65","85","107","119","151","191","189","211","240","256","247","244","169","178","166","158","144","128","130","196","",
"Georgia","GEO","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.85","6.75","7.02","7.13","6.25","5.58","5.23","3.95","4.83","5.88","6.15","5.04","5.51","6.85","7.78","9.61","10.33","9.52","10.32","9.39","10.73","14.23","10.54","",
"Georgia","GEO","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","5","5","5","6","9","13","29","15","11","11","12","11","9","7","7","7","2","2","3","3","2","",
"Georgia","GEO","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.19","7.17","7.81","8.03","8.09","8.08","7.63","7.44","8.44","9.57","9.07","8.01","8.05","7.88","7.9","7.42","8","7.06","7.11","6.66","8.43","8.42","7.37","",
"Georgia","GEO","Proportion of population pushed or further pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%)","SH.UHC.TOT1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.02","10.43","13.98","15.74","16.04","6.47","6.21","5.43","6.84","7.12","9.33","8.65","9.5","10.84","10.63","9.23","7.49","","4.03","4.26","5.11","4.38","3.86","3.83","3.38","","",
"Georgia","GEO","Proportion of population pushed below the 60% median consumption poverty line by out-of-pocket health expenditure (%)","SH.UHC.NOPR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.56","1.44","1.88","2.34","2.65","2.28","1.93","1.86","2.78","3.16","3.02","3.89","4.75","3.93","3.68","3.97","4.46","","4.97","5.31","5.28","5.2","5.33","4.92","4.95","","",
"Georgia","GEO","Proportion of population pushed further below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%)","SH.UHC.FBP2.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.93","23.67","28.41","31.01","32.22","15.5","14.8","13.03","15.29","17.49","20.78","18.55","19.52","22.23","21.74","20.34","18.06","","11.82","12.23","11.58","11.19","9.91","10.12","8.46","","",
"Georgia","GEO","Tuberculosis treatment success rate (% of new cases)","SH.TBS.CURE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63","67","65","66","69","77","80","80","77","79","79","81","85","80","83","84","83","84","84","85","87","87","","",
"Georgia","GEO","Prevalence of wasting, weight for height (% of children under 5)","SH.STA.WAST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.1","","","","","","3","","","","1.3","","","","","","","","","0.6","","","","","",
"Georgia","GEO","Mortality caused by road traffic injury (per 100,000 population)","SH.STA.TRAF.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.8","13.4","12.5","13.9","15.5","14.2","16.6","18.2","21.6","18.5","17.2","13.3","15.4","13.1","14.5","15.8","14.9","13.3","11.8","12.4","","","","",
"Georgia","GEO","Prevalence of stunting, height for age (% of children under 5)","SH.STA.STNT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.1","","","","","","14.6","","","","11.8","","","","","","","","","5.8","","","","","",
"Georgia","GEO","People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.6142877084191","41.9725957319699","41.1848918447105","40.2862727376836","39.4235021885755","38.5587655862175","37.6917826692962","36.822512423956","35.9511757501496","35.0777406250648","34.2019234622848","33.3239429575405","32.4435087561898","31.5611037433744","30.6474455922093","29.7298540554542","28.8059479781422","27.876420816328","26.9406716665805","25.9988717591066","25.1174282594999","24.5525075082387","24.0778528235398","",
"Georgia","GEO","Mortality rate attributed to unintentional poisoning, female (per 100,000 female population)","SH.STA.POIS.P5.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5","0.5","0.6","0.5","0.5","0.6","0.5","0.6","0.6","0.8","0.6","0.7","0.7","0.7","0.7","0.7","0.7","0.6","0.6","0.6","","","","",
"Georgia","GEO","Prevalence of overweight, weight for height, male (% of children under 5)","SH.STA.OWGH.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.1","","","","21.3","","","","","","","","","7.2","","","","","",
"Georgia","GEO","People practicing open defecation (% of population)","SH.STA.ODFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.917586310322052","0.922235965132791","0.868207256167868","0.808371236939089","0.749547786892778","0.691609416315778","0.634539122209625","0.57833666360909","0.523013685973589","0.468566800262946","0.414983423635578","0.36227169569144","0.310421118047348","0.259443650004539","0.209322901113695","0.160062569345967","0.111636258144665","0.0640751874630052","0.0173955623997005","0.0027288136632917","0.0029178740907669","0.0031095613391421","0.0033039724849362","",
"Georgia","GEO","Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval","RQ.PER.RNK.LOWER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.89130449295044","","11.4130430221558","","15.2173910140991","","12.972972869873","18.9189186096191","20.8955230712891","20.5882358551025","37.2549018859863","52.4271850585938","57.7669906616211","58.8516731262207","62.2009582519531","63.0331764221191","64.4549789428711","66.3507080078125","66.3461532592773","66.1904754638672","68.5714263916016","71.9047622680664","74.2857131958008","73.8095245361328","72.3809509277344","71.9047622680664","72.1698150634766","",
"Georgia","GEO","Rule of Law: Standard Error","RL.STD.ERR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.257807344198227","","0.250607222318649","","0.22307014465332","","0.213793888688087","0.217467710375786","0.189265415072441","0.184986621141434","0.15288633108139","0.152060970664024","0.147287800908089","0.139956668019295","0.135613411664963","0.133382931351662","0.126393407583237","0.129373595118523","0.142636269330978","0.145388886332512","0.167206436395645","0.153321817517281","0.146614208817482","0.151906982064247","0.148456215858459","0.151297077536583","0.160271763801575","",
"Georgia","GEO","Rule of Law: Number of Sources","RL.NO.SRC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","","5","","7","","8","8","10","11","14","15","15","15","15","15","17","16","14","14","11","11","11","10","9","9","9","",
"Georgia","GEO","Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval","PV.PER.RNK.UPPER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.2765960693359","","18.0851058959961","","41.2698402404785","","29.6296291351318","25.6281414031982","34.4660186767578","38.8349533081055","29.9516906738281","37.6811599731445","29.8076915740967","28.4360198974609","36.0189590454102","39.3364944458008","36.9668235778809","44.0758285522461","45.7142868041992","41.4285697937012","48.0952377319336","45.7142868041992","43.8679237365723","43.3962249755859","47.1698112487793","46.2264137268066","44.3396224975586","",
"Georgia","GEO","Political Stability and Absence of Violence/Terrorism: Estimate","PV.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.57057857513428","","-1.63890290260315","","-0.812726557254791","","-1.19204139709473","-1.29921066761017","-0.864118158817291","-0.755904912948608","-0.966098785400391","-0.645898997783661","-0.91967511177063","-0.965524911880493","-0.718320906162262","-0.65695196390152","-0.680453956127167","-0.441366165876389","-0.321507543325424","-0.472153753042221","-0.320115089416504","-0.375215023756027","-0.447616845369339","-0.498185902833939","-0.429623365402222","-0.429646611213684","-0.440949499607086","",
"Georgia","GEO","Coverage of social insurance programs in 2nd quintile (% of population)","per_si_allsi.cov_q2_tot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Georgia","GEO","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Georgia","GEO","Coverage of social safety net programs in 2nd quintile (% of population)","per_sa_allsa.cov_q2_tot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.7540070141364","64.4303546670098","65.6801156675437","63.6367356161892","63.2238675723613","67.6729891752336","67.0937394135419","68.3699851270595","68.9257756531767","70.3108556419441","72.282360006281","","",
"Georgia","GEO","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.1788825829788","28.7993160807344","30.8064847586002","35.4394617662974","33.8423515463675","37.6405438551497","34.340615502488","34.0633411451229","35.8734230751647","42.1210026322452","42.3393773807299","","",
"Georgia","GEO","Coverage of unemployment benefits and ALMP in 2nd quintile (% of population)","per_lm_alllm.cov_q2_tot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Georgia","GEO","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Georgia","GEO","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.127298058445838","0.325307590693995","0.440430605296941","0.460872863959073","0.470015363036485","0.548228499310677","0.551872355505354","0.561639691532944","0.583764513893403","0.575588505087899","0.592288699057125","0.62009696351319","0.655749710718916","0.69650411774302","0.737825114575922","0.753249301002288","0.793788203059695","0.835233986377716","0.766399030571745","0.78428132428877","0.809828390266648","0.852621979560345","0.869774801711097","0.937670886516571","0.938329577445984","0.957935810089111","1.00462114810944","1.0734771490097","1.11219453379391","1.09479769315286",
"Georgia","GEO","DEC alternative conversion factor (LCU per US$)","PA.NUS.ATLS","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.2345","1.056","1.0251","2E-06","3E-06","4E-05","0.00607","0.3589","0.9029","1.2499","1.2975","1.389817","2.024517","1.9765","2.073017","2.195675","2.14565","1.9168","1.812675","1.780433","1.670492","1.490792","1.670487","1.782342","1.686495","1.651258","1.66335","1.765667","2.269342","2.366725","2.509542","2.5345","2.8192","3.1097","3.2209","2.9162","2.627955",
